#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-06-04T01:13:27 [V7.5.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-06-04T01:13:27	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=99999&-source=J/ApJ/608/243/photom&-order=I&-out=Seq&-out=Xpos&-out=Ypos&-out=Bmag&-out=e_Bmag&-out=Vmag&-out=e_Vmag&-out=Icmag&-out=e_Icmag&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_16080243
#Name: J/ApJ/608/243
#Title: CCD BVI photometry of M12 stars (Hargis+, 2004)
#INFO	ivoid=ivo://cds.vizier/j/apj/608/243	    IVOID of underlying data collection
#INFO	creator=Hargis J.R.	    First author or institution
#INFO	cites=bibcode:2004ApJ...608..243H	    Article or Data origin sources
#INFO	editor=Astrophysical Journal (AAS)	    Editor name (article)
#INFO	original_date=2004	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/608/243	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.16080243	    Dataset identifier that can be used for citation
#INFO	publication_date=2004-08-20	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_608_243_photom:
#Name: J/ApJ/608/243/photom
#Title: BVI Photometry for M12 stars
#Column	Seq	(I5)	Sequential number	[ucd=meta.id]
#Column	Xpos	(F8.3)	X coordinate in pixels (1)	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos	(F8.3)	Y coordinate in pixels (1)	[ucd=pos.cartesian.y;instr.det]
#Column	Bmag	(F7.4)	? Johnson B magnitude	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag	(F7.4)	? Johnson B magnitude error	[ucd=stat.error]
#Column	Vmag	(F7.4)	? Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F7.4)	? Johnson V magnitude error	[ucd=stat.error]
#Column	Icmag	(F7.4)	? Cousins I magnitude	[ucd=phot.mag;em.opt.I]
#Column	e_Icmag	(F7.4)	? Cousins I magnitude error	[ucd=stat.error]
Seq	Xpos	Ypos	Bmag	e_Bmag	Vmag	e_Vmag	Icmag	e_Icmag
 7363	1001.525	1142.138	19.3131	 0.0345	18.7455	 0.0243	17.8905	 0.0325
 7364	 333.945	1416.492	19.5024	 0.0321	18.7458	 0.0197	17.7827	 0.0184
 7365	 995.965	 919.482	19.5777	 0.0411	18.7458	 0.0283	17.8253	 0.0388
 7366	1180.277	 892.767	19.3545	 0.0391	18.7458	 0.0283	17.6871	 0.0352
 7367	 940.911	 946.619	19.5875	 0.0619	18.7458	 0.0577	       	
 7368	 826.640	1119.422	19.4042	 0.0244	18.7462	 0.0242	17.9488	 0.0278
 7369	 469.600	1109.332	19.6076	 0.0398	18.7463	 0.0206	17.8062	 0.0222
 7370	1117.823	1028.566	19.3881	 0.0369	18.7465	 0.0352	17.8174	 0.0410
 7371	 915.885	 953.965	19.5313	 0.0459	18.7469	 0.0349	17.9514	 0.0487
 7372	 843.983	1247.509	19.4146	 0.0330	18.7475	 0.0231	17.9411	 0.0286
 7373	1210.657	 978.444	19.3925	 0.0425	18.7477	 0.0221	17.8665	 0.0294
 7374	1235.633	1311.168	19.3505	 0.0229	18.7484	 0.0223	17.8860	 0.0237
 7375	 978.894	 807.168	19.4319	 0.0376	18.7486	 0.0222	17.9426	 0.0261
 7376	1216.845	1216.964	19.2925	 0.0278	18.7489	 0.0239	17.8567	 0.0258
 7377	1094.377	1640.951	19.3953	 0.0244	18.7491	 0.0230	17.8988	 0.0212
 7378	 926.350	 869.679	19.4470	 0.0384	18.7493	 0.0251	17.8353	 0.0272
 7379	1095.319	1366.079	19.4219	 0.0293	18.7497	 0.0226	17.9123	 0.0228
 7380	 989.878	 526.330	19.3999	 0.0274	18.7501	 0.0226	17.8167	 0.0210
 7381	 652.238	  80.670	19.4271	 0.0272	18.7501	 0.0197	17.8840	 0.0207
 7382	1299.905	1217.539	19.3958	 0.0406	18.7502	 0.0280	17.7652	 0.0385
 7383	1000.204	1278.618	19.4549	 0.0314	18.7502	 0.0179	17.8976	 0.0231
 7384	1077.792	 824.260	20.1003	 0.0670	18.7503	 0.0399	       	
 7385	 767.979	 898.236	19.5460	 0.0381	18.7507	 0.0231	17.7723	 0.0309
 7386	1158.428	 704.903	19.5017	 0.0395	18.7511	 0.0210	17.8193	 0.0223
 7387	1123.529	 571.703	19.4119	 0.0297	18.7511	 0.0206	17.8887	 0.0270
 7388	1304.614	1063.011	19.3979	 0.0327	18.7513	 0.0234	17.8746	 0.0327
 7389	1292.643	 904.426	19.3010	 0.0296	18.7515	 0.0302	17.8747	 0.0347
 7390	 993.307	1215.757	19.4551	 0.0334	18.7516	 0.0294	17.7056	 0.0307
 7391	1406.289	1272.240	19.3860	 0.0363	18.7518	 0.0210	17.8132	 0.0225
 7392	1070.456	 931.622	       	       	18.7521	 0.0846	17.8172	 0.0429
 7393	 717.140	1067.091	19.4526	 0.0315	18.7525	 0.0196	17.9206	 0.0273
 7394	 805.325	 691.452	19.3940	 0.0350	18.7528	 0.0196	17.9435	 0.0182
 7395	1522.421	1443.586	19.4747	 0.0451	18.7530	 0.0255	17.7096	 0.0238
 7396	 806.617	 842.314	19.3988	 0.0325	18.7533	 0.0258	17.8895	 0.0328
 7397	 830.675	 975.596	19.6144	 0.0364	18.7534	 0.0302	17.7854	 0.0359
 7398	1008.804	 909.627	19.4118	 0.0406	18.7538	 0.0277	17.7850	 0.0285
 7399	1318.873	1223.991	19.4749	 0.0350	18.7539	 0.0215	17.8165	 0.0217
 7400	1201.339	 977.522	19.7014	 0.0553	18.7544	 0.0488	18.0453	 0.0724
 7401	1168.061	 841.623	19.5007	 0.0314	18.7544	 0.0213	17.7250	 0.0244
 7402	 974.151	 941.036	18.8331	 0.0440	18.7544	 0.0362	17.7853	 0.0615
 7403	1160.073	 873.158	19.3118	 0.0392	18.7544	 0.0447	17.7355	 0.0388
 7404	1010.990	1246.078	19.4036	 0.0455	18.7545	 0.0271	17.8039	 0.0275
 7405	1382.639	1255.518	19.3952	 0.0291	18.7549	 0.0170	17.8696	 0.0185
 7406	1877.045	 473.681	19.4562	 0.0283	18.7550	 0.0203	17.7655	 0.0222
 7407	 919.229	1123.873	19.4216	 0.0345	18.7551	 0.0192	17.8581	 0.0247
 7408	1194.575	1352.988	19.3256	 0.0261	18.7551	 0.0200	17.8674	 0.0244
 7409	 660.624	1017.799	19.4976	 0.0306	18.7554	 0.0175	17.7880	 0.0278
 7410	1478.549	1140.940	19.4045	 0.0276	18.7554	 0.0216	17.8809	 0.0234
 7411	 594.442	1165.368	19.4644	 0.0385	18.7555	 0.0258	17.7964	 0.0275
 7412	1264.188	1003.041	19.5020	 0.0329	18.7556	 0.0245	17.9347	 0.0261
 7413	 748.005	 648.863	19.3688	 0.0272	18.7557	 0.0201	17.9098	 0.0237
 7414	 967.229	 781.449	19.4764	 0.0336	18.7559	 0.0211	17.9517	 0.0240
 7415	1414.427	1255.937	19.8328	 0.0393	18.7560	 0.0193	17.4916	 0.0184
 7416	1129.897	1043.226	19.9607	 0.0562	18.7561	 0.0699	       	
 7417	1563.632	1243.733	19.4217	 0.0300	18.7562	 0.0212	17.8969	 0.0290
 7418	 967.759	1121.177	19.4146	 0.0309	18.7564	 0.0215	17.8847	 0.0271
 7419	1041.214	 686.403	19.3445	 0.0295	18.7567	 0.0208	17.8678	 0.0228
 7420	1483.765	1252.341	19.3689	 0.0216	18.7569	 0.0229	17.9278	 0.0225
 7421	 616.534	 998.880	19.5251	 0.0304	18.7570	 0.0221	17.8105	 0.0244
 7422	1006.526	 834.580	19.4713	 0.0504	18.7572	 0.0238	17.8577	 0.0333
 7423	 317.577	 351.385	19.7433	 0.0379	18.7574	 0.0240	17.6729	 0.0188
 7424	 623.454	 885.591	19.4155	 0.0259	18.7576	 0.0223	17.9596	 0.0199
 7425	1053.033	1160.988	19.2089	 0.0265	18.7578	 0.0218	17.6398	 0.0258
 7426	 964.838	 550.865	19.3912	 0.0333	18.7581	 0.0196	17.8868	 0.0231
 7427	1057.161	 894.244	19.6210	 0.0371	18.7585	 0.0259	17.7259	 0.0259
 7428	1081.359	1094.063	19.4881	 0.0525	18.7588	 0.0467	17.9163	 0.0523
 7429	1305.985	1588.316	19.4074	 0.0338	18.7589	 0.0245	17.8652	 0.0219
 7430	 990.143	1103.943	19.5031	 0.0281	18.7592	 0.0204	17.8035	 0.0257
 7431	 952.776	1352.862	19.3786	 0.0288	18.7592	 0.0196	17.9004	 0.0234
 7432	 951.862	1012.084	19.4424	 0.0538	18.7593	 0.0598	17.8360	 0.0503
 7433	1028.301	 753.084	19.4506	 0.0349	18.7593	 0.0266	17.7598	 0.0236
 7434	1131.457	 983.464	19.4638	 0.0377	18.7595	 0.0425	17.4924	 0.0342
 7435	 315.759	 710.781	20.1687	 0.0426	18.7596	 0.0168	17.1653	 0.0171
 7436	 823.561	2032.718	19.3807	 0.0309	18.7597	 0.0279	17.8938	 0.0290
 7437	 498.392	 630.410	19.4031	 0.0269	18.7598	 0.0225	17.8545	 0.0221
 7438	 923.319	1604.068	19.4423	 0.0360	18.7599	 0.0157	17.9118	 0.0196
 7439	 961.896	1065.039	19.0785	 0.0487	18.7601	 0.0607	17.9687	 0.0495
 7440	1330.912	1141.055	19.4548	 0.0275	18.7604	 0.0237	17.8873	 0.0238
 7441	 704.036	 994.338	19.4211	 0.0331	18.7604	 0.0169	17.8718	 0.0301
 7442	1183.616	 660.308	19.4086	 0.0266	18.7605	 0.0219	17.9183	 0.0213
 7443	1096.201	 885.861	18.6984	 0.0393	18.7605	 0.0377	17.0871	 0.0274
 7444	1241.077	 971.485	19.4786	 0.0413	18.7607	 0.0239	17.8987	 0.0302
 7445	1219.762	 905.742	19.3484	 0.0418	18.7607	 0.0411	17.6105	 0.0315
 7446	1103.607	1185.857	19.2284	 0.0274	18.7610	 0.0228	17.8595	 0.0377
 7447	 979.231	1303.111	19.3929	 0.0274	18.7615	 0.0189	17.9120	 0.0250
 7448	1284.380	 918.985	       	       	18.7616	 0.0875	18.1470	 0.0718
 7449	1823.659	 994.344	19.3873	 0.0277	18.7617	 0.0225	17.8435	 0.0210
 7450	1112.621	 888.550	19.4269	 0.0429	18.7626	 0.0396	17.8817	 0.0495
 7451	 554.394	 844.667	19.5296	 0.0320	18.7627	 0.0349	17.6702	 0.0364
 7452	1206.821	1104.157	19.3638	 0.0461	18.7629	 0.0291	17.7629	 0.0350
 7453	1050.149	1098.578	19.4586	 0.0319	18.7630	 0.0241	17.8457	 0.0283
 7454	1184.727	1265.155	19.3580	 0.0310	18.7630	 0.0187	17.9369	 0.0226
 7455	 860.783	1001.544	19.1431	 0.0334	18.7637	 0.0315	17.8903	 0.0495
 7456	1123.265	 924.169	19.4483	 0.0357	18.7637	 0.0297	18.0546	 0.0275
 7457	1695.901	 758.711	19.4981	 0.0378	18.7638	 0.0204	17.8749	 0.0217
 7458	 902.584	 745.029	19.5956	 0.0438	18.7641	 0.0369	18.0049	 0.0323
 7459	 753.968	 973.034	19.4592	 0.0281	18.7642	 0.0237	17.9457	 0.0272
 7460	1002.425	1220.173	20.0801	 0.0836	18.7644	 0.0392	       	
 7461	 892.191	 682.960	19.3933	 0.0309	18.7644	 0.0217	18.0184	 0.0304
 7462	1404.673	 522.584	19.4099	 0.0309	18.7645	 0.0201	17.8789	 0.0270
 7463	1150.555	 959.573	19.3603	 0.0346	18.7649	 0.0231	17.9331	 0.0387
 7464	 803.806	1002.505	19.4265	 0.0263	18.7654	 0.0196	17.9437	 0.0225
 7465	 997.540	1109.687	19.4794	 0.0327	18.7655	 0.0268	17.9279	 0.0229
 7466	 627.317	1200.396	19.4998	 0.0331	18.7656	 0.0232	17.8538	 0.0253
 7467	1068.356	 915.545	19.5245	 0.0443	18.7657	 0.0337	17.7883	 0.0395
 7468	1339.691	1263.600	19.7763	 0.0945	18.7660	 0.0788	       	
 7469	1044.866	 884.650	19.4329	 0.0371	18.7661	 0.0352	17.7730	 0.0431
 7470	 919.249	1031.606	20.0128	 0.0986	18.7662	 0.0571	18.4008	 0.0716
 7471	1073.342	1460.653	19.4694	 0.0354	18.7664	 0.0193	18.0432	 0.0213
 7472	1241.098	1181.380	19.4970	 0.0304	18.7666	 0.0269	17.8881	 0.0281
 7473	1217.328	1032.543	19.4146	 0.0268	18.7670	 0.0253	17.8955	 0.0300
 7474	 615.706	1191.527	19.5465	 0.0432	18.7671	 0.0233	17.8405	 0.0231
 7475	1076.492	1662.541	19.4898	 0.0285	18.7672	 0.0227	17.9042	 0.0245
 7476	1240.560	 848.305	19.3908	 0.0339	18.7673	 0.0232	17.7998	 0.0253
 7477	1426.341	 629.288	19.3878	 0.0325	18.7673	 0.0198	17.8854	 0.0225
 7478	1127.545	1354.616	19.3582	 0.0339	18.7673	 0.0187	17.8871	 0.0263
 7479	1056.217	 846.513	19.4911	 0.0297	18.7674	 0.0312	17.9354	 0.0312
 7480	1187.389	1062.008	19.1159	 0.0520	18.7676	 0.0256	18.0474	 0.0414
 7481	1293.897	1037.655	19.3818	 0.0260	18.7679	 0.0187	17.9596	 0.0265
 7482	 924.823	1000.044	19.5496	 0.0416	18.7679	 0.0314	17.8800	 0.0434
 7483	1064.988	1174.007	19.1303	 0.0357	18.7679	 0.0352	17.6702	 0.0281
 7484	1149.312	 807.354	19.4186	 0.0293	18.7681	 0.0242	17.8055	 0.0253
 7485	1721.303	1262.049	20.4556	 0.0956	18.7682	 0.0214	15.6481	 0.0101
 7486	1329.104	 610.041	19.4958	 0.0280	18.7682	 0.0207	17.8716	 0.0198
 7487	1053.650	 813.657	19.4208	 0.0284	18.7683	 0.0269	17.8838	 0.0324
 7488	1155.076	 995.426	       	       	18.7683	 0.0378	17.6079	 0.0459
 7489	1259.975	 766.335	19.4665	 0.0313	18.7684	 0.0171	17.9199	 0.0244
 7490	 865.567	 802.184	19.6698	 0.0384	18.7687	 0.0199	17.6747	 0.0223
 7491	1041.830	 846.116	19.5848	 0.0589	18.7689	 0.0284	17.7812	 0.0341
 7492	 945.990	 270.643	20.0883	 0.0530	18.7690	 0.0197	17.0336	 0.0152
 7493	1562.925	1119.006	19.4955	 0.0297	18.7692	 0.0204	17.8499	 0.0231
 7494	1047.030	 902.895	19.9155	 0.0886	18.7693	 0.0662	       	
 7495	 732.212	 911.199	19.6137	 0.0359	18.7693	 0.0377	17.3483	 0.0590
 7496	 771.385	1103.484	19.5449	 0.0395	18.7694	 0.0268	17.6554	 0.0364
 7497	1111.985	1004.279	19.1462	 0.0399	18.7694	 0.0369	17.8140	 0.0598
 7498	1044.494	1063.748	       	       	18.7695	 0.0688	17.7831	 0.0516
 7499	1036.125	1123.336	19.3181	 0.0431	18.7702	 0.0308	17.8378	 0.0325
 7500	1314.633	1027.957	19.4346	 0.0463	18.7703	 0.0345	17.8240	 0.0291
 7501	1133.543	 957.571	19.7282	 0.0570	18.7703	 0.0420	17.8526	 0.0584
 7502	 648.179	 411.163	19.4334	 0.0324	18.7704	 0.0218	17.8635	 0.0204
 7503	 684.391	 689.671	19.4495	 0.0328	18.7709	 0.0200	17.9172	 0.0261
 7504	1056.212	 835.843	19.4691	 0.0426	18.7711	 0.0325	17.8448	 0.0381
 7505	 193.292	 898.175	20.3246	 0.0488	18.7713	 0.0208	17.0109	 0.0172
 7506	1142.798	 843.366	19.5342	 0.0486	18.7719	 0.0322	17.8331	 0.0354
 7507	1024.993	1048.603	19.4525	 0.0344	18.7721	 0.0303	17.8764	 0.0347
 7508	 633.901	 914.104	19.4569	 0.0468	18.7723	 0.0209	17.8741	 0.0233
 7509	 839.563	1086.357	19.5370	 0.0363	18.7724	 0.0237	17.9542	 0.0439
 7510	 803.551	1393.092	19.4054	 0.0276	18.7725	 0.0195	17.9026	 0.0271
 7511	1163.041	 860.947	19.4487	 0.0496	18.7725	 0.0467	17.7248	 0.0321
 7512	 443.666	 447.556	20.0732	 0.0463	18.7726	 0.0223	17.1702	 0.0156
 7513	1143.065	 999.184	19.3619	 0.0556	18.7730	 0.0621	17.6329	 0.0457
 7514	1250.836	1046.147	19.4082	 0.0321	18.7730	 0.0218	17.9525	 0.0287
 7515	 847.251	1301.856	19.4725	 0.0309	18.7730	 0.0194	17.9144	 0.0277
 7516	 859.759	 989.777	19.4424	 0.0288	18.7731	 0.0232	17.9282	 0.0254
 7517	1162.276	 856.859	19.3755	 0.0321	18.7731	 0.0245	17.7414	 0.0249
 7518	 933.636	 774.451	19.4363	 0.0352	18.7732	 0.0255	17.8938	 0.0242
 7519	1029.279	 880.241	19.3674	 0.0445	18.7738	 0.0341	17.8985	 0.0484
 7520	1105.920	1203.178	19.3411	 0.0325	18.7738	 0.0274	17.9971	 0.0412
 7521	1155.410	1077.039	19.8969	 0.0927	18.7739	 0.0575	       	
 7522	 674.314	1179.657	19.1362	 0.0465	18.7740	 0.0303	17.9236	 0.0332
 7523	1057.082	 889.694	19.6695	 0.0392	18.7745	 0.0331	17.8636	 0.0316
 7524	 883.358	1005.862	19.4253	 0.0306	18.7747	 0.0220	17.8144	 0.0324
 7525	 439.548	1239.554	19.4566	 0.0268	18.7753	 0.0222	17.9045	 0.0237
 7526	 976.206	1042.993	19.5180	 0.0404	18.7761	 0.0270	17.8884	 0.0289
 7527	1432.101	1103.257	19.4749	 0.0290	18.7762	 0.0254	17.8679	 0.0309
 7528	1055.327	1120.603	19.4522	 0.0402	18.7763	 0.0253	17.9347	 0.0335
 7529	 996.593	1218.068	19.5752	 0.0337	18.7763	 0.0317	17.7279	 0.0285
 7530	1078.786	 756.712	19.4442	 0.0608	18.7770	 0.0393	17.8524	 0.0353
 7531	  50.792	1998.357	       	       	18.7771	 0.0465	17.1330	 0.0636
 7532	1624.719	 861.386	19.5493	 0.0380	18.7771	 0.0182	17.8799	 0.0261
 7533	1426.788	1326.209	19.3702	 0.0260	18.7773	 0.0186	17.8837	 0.0250
 7534	1194.497	1516.979	19.4155	 0.0289	18.7773	 0.0199	17.9333	 0.0229
 7535	 932.110	 823.432	19.5893	 0.0315	18.7777	 0.0201	17.7223	 0.0177
 7536	 891.464	 852.641	19.1405	 0.0492	18.7777	 0.0301	17.9306	 0.0388
 7537	1404.423	1120.848	19.2421	 0.0696	18.7778	 0.0398	17.9278	 0.0416
 7538	 401.654	1176.302	19.4711	 0.0348	18.7778	 0.0215	17.8834	 0.0218
 7539	1019.838	1079.265	19.4901	 0.0426	18.7782	 0.0393	17.8933	 0.0602
 7540	1044.674	 912.534	       	       	18.7784	 0.0375	17.5447	 0.0387
 7541	1308.398	 942.470	19.4775	 0.0319	18.7786	 0.0194	17.9368	 0.0263
 7542	1041.746	1582.676	19.6740	 0.0300	18.7789	 0.0168	17.7487	 0.0226
 7543	1456.181	1267.747	19.4426	 0.0269	18.7789	 0.0206	17.9340	 0.0269
 7544	 874.858	 894.562	19.4523	 0.0359	18.7792	 0.0205	17.8085	 0.0265
 7545	 941.571	 882.057	19.2666	 0.0410	18.7793	 0.0272	17.7650	 0.0320
 7546	1266.195	1048.994	19.3842	 0.0273	18.7793	 0.0208	17.9135	 0.0217
 7547	1012.539	 855.666	19.4712	 0.0438	18.7794	 0.0258	18.0250	 0.0524
 7548	1145.553	 973.569	19.4950	 0.0840	18.7794	 0.0517	17.6889	 0.0588
 7549	1289.514	1014.732	19.5460	 0.0326	18.7794	 0.0357	17.8619	 0.0378
 7550	1446.276	 425.442	19.4947	 0.0356	18.7795	 0.0215	17.8944	 0.0249
 7551	 921.467	 752.674	19.4482	 0.0363	18.7797	 0.0199	17.9241	 0.0252
 7552	1062.652	1094.982	       	       	18.7797	 0.0535	17.4649	 0.0590
 7553	1322.632	1191.342	19.4445	 0.0278	18.7799	 0.0215	17.9270	 0.0290
 7554	1351.933	1270.920	19.4646	 0.0303	18.7801	 0.0213	17.9472	 0.0267
 7555	1042.997	1129.310	19.5025	 0.0372	18.7802	 0.0266	17.8304	 0.0287
 7556	 101.691	 662.400	19.4473	 0.0300	18.7803	 0.0246	17.9441	 0.0232
 7557	1156.871	1360.208	19.4375	 0.0313	18.7803	 0.0249	18.0037	 0.0358
 7558	 802.275	1133.604	19.4893	 0.0306	18.7808	 0.0231	17.9083	 0.0280
 7559	1123.794	1117.552	19.3446	 0.0331	18.7808	 0.0248	17.8805	 0.0280
 7560	1135.921	 842.001	19.5326	 0.0325	18.7808	 0.0326	17.7962	 0.0344
 7561	1005.887	 951.686	19.4359	 0.0429	18.7808	 0.0484	18.0128	 0.0437
 7562	1418.321	 891.162	19.4616	 0.0326	18.7811	 0.0203	17.9151	 0.0262
 7563	 854.750	1471.470	19.4567	 0.0341	18.7813	 0.0214	17.8802	 0.0243
 7564	 949.239	 976.397	19.7993	 0.0542	18.7814	 0.0304	17.7542	 0.0332
 7565	1122.107	 783.958	19.5056	 0.0371	18.7815	 0.0252	17.9803	 0.0364
 7566	1112.052	1091.395	19.4428	 0.0350	18.7815	 0.0175	17.9344	 0.0323
 7567	1223.115	1028.948	19.3740	 0.0273	18.7815	 0.0238	17.9505	 0.0301
 7568	1123.938	 890.725	19.7070	 0.0400	18.7816	 0.0314	17.8528	 0.0278
 7569	 917.217	 990.546	19.3467	 0.0254	18.7817	 0.0324	17.8875	 0.0298
 7570	1538.505	 637.057	19.4348	 0.0282	18.7817	 0.0192	17.8927	 0.0245
 7571	 986.078	1145.393	19.4345	 0.0283	18.7818	 0.0227	17.8488	 0.0220
 7572	1091.533	 903.930	19.4866	 0.0381	18.7820	 0.0361	17.9937	 0.0413
 7573	1074.760	 575.609	19.4695	 0.0332	18.7823	 0.0167	17.9530	 0.0238
 7574	1431.661	1074.812	19.4944	 0.0293	18.7824	 0.0223	17.9424	 0.0271
 7575	 340.284	1864.540	19.3892	 0.0300	18.7824	 0.0184	17.9162	 0.0227
 7576	 964.647	 873.891	19.4763	 0.0337	18.7826	 0.0283	17.9432	 0.0299
 7577	1266.288	 554.732	19.4952	 0.0348	18.7826	 0.0208	17.9618	 0.0225
 7578	 969.439	 968.163	19.5104	 0.0579	18.7828	 0.0378	17.6711	 0.0421
 7579	 986.572	 826.939	19.6844	 0.0469	18.7828	 0.0321	17.9187	 0.0482
 7580	1066.241	 797.277	19.3555	 0.0304	18.7829	 0.0205	17.7337	 0.0321
 7581	1135.916	 973.724	18.9257	 0.0585	18.7830	 0.0865	17.5534	 0.0458
 7582	 433.028	1416.412	19.4284	 0.0300	18.7830	 0.0184	17.8650	 0.0241
 7583	1264.125	 852.559	19.4802	 0.0536	18.7830	 0.0306	17.8643	 0.0303
 7584	1109.083	 821.715	19.4875	 0.0591	18.7831	 0.0299	17.7744	 0.0355
 7585	1266.030	1063.988	19.4480	 0.0287	18.7834	 0.0200	17.9332	 0.0264
 7586	1100.311	1065.866	19.5154	 0.0638	18.7834	 0.0431	17.7445	 0.0446
 7587	1223.191	 863.408	19.8736	 0.0690	18.7837	 0.0353	18.1036	 0.0508
 7588	  31.477	 346.514	19.8233	 0.0411	18.7838	 0.0214	17.6540	 0.0211
 7589	1030.926	 859.517	19.4219	 0.0339	18.7843	 0.0243	17.8028	 0.0326
 7590	1218.590	1246.711	19.4576	 0.0335	18.7843	 0.0221	17.8207	 0.0239
 7591	1045.298	 859.518	19.3627	 0.0387	18.7844	 0.0365	17.8282	 0.0420
 7592	 828.298	 888.918	19.2879	 0.0309	18.7845	 0.0405	17.8357	 0.0263
 7593	 932.771	1017.342	19.4830	 0.0465	18.7845	 0.0304	17.7997	 0.0361
 7594	 917.761	 881.471	19.4558	 0.0316	18.7850	 0.0266	17.9459	 0.0254
 7595	 738.380	 698.081	19.2006	 0.0414	18.7851	 0.0350	17.8857	 0.0319
 7596	 898.204	 939.845	19.4342	 0.0293	18.7853	 0.0209	17.8947	 0.0261
 7597	 801.300	1065.489	19.4985	 0.0283	18.7853	 0.0192	17.8800	 0.0228
 7598	1092.645	1052.635	       	       	18.7856	 0.0692	17.6159	 0.0778
 7599	1364.894	1315.006	19.7807	 0.0362	18.7858	 0.0234	17.5912	 0.0209
 7600	1200.867	1016.579	19.5051	 0.0389	18.7858	 0.0455	       	
 7601	1383.990	1007.054	19.3785	 0.0391	18.7863	 0.0252	17.9648	 0.0236
 7602	1202.253	 708.834	19.4438	 0.0297	18.7864	 0.0216	17.9100	 0.0217
 7603	1170.546	 742.390	19.4997	 0.0385	18.7864	 0.0271	17.8893	 0.0379
 7604	1350.364	 683.215	19.3225	 0.0312	18.7864	 0.0240	17.9303	 0.0248
 7605	 907.343	 729.099	19.4027	 0.0246	18.7864	 0.0224	17.9350	 0.0254
 7606	 855.448	 855.881	19.5008	 0.0426	18.7868	 0.0361	18.0859	 0.0454
 7607	1224.502	 972.873	19.4445	 0.0292	18.7869	 0.0231	17.8767	 0.0311
 7608	1269.980	1005.691	19.4484	 0.0252	18.7872	 0.0224	17.9440	 0.0238
 7609	 927.634	1086.442	19.4697	 0.0414	18.7873	 0.0248	17.9156	 0.0463
 7610	 934.884	1128.786	19.3088	 0.0424	18.7877	 0.0253	17.9638	 0.0305
 7611	 453.471	1843.548	19.4267	 0.0363	18.7877	 0.0200	17.8758	 0.0196
 7612	 979.266	 965.765	       	       	18.7880	 0.0553	17.6046	 0.0972
 7613	1003.025	1086.496	19.5990	 0.0457	18.7880	 0.0301	17.9078	 0.0384
 7614	 803.030	1207.316	19.5148	 0.0328	18.7881	 0.0245	17.9691	 0.0244
 7615	1137.788	1314.684	19.4827	 0.0294	18.7882	 0.0208	17.8807	 0.0253
 7616	1447.955	1215.454	19.4382	 0.0325	18.7882	 0.0194	17.9109	 0.0236
 7617	1177.210	1273.269	19.3732	 0.0424	18.7883	 0.0315	17.8701	 0.0343
 7618	 975.288	 926.908	19.4917	 0.0374	18.7884	 0.0253	17.8844	 0.0305
 7619	1136.274	 942.193	19.4942	 0.0481	18.7887	 0.0310	17.7504	 0.0360
 7620	 999.305	 992.879	       	       	18.7888	 0.0530	17.9204	 0.0653
 7621	1069.633	 707.061	19.5049	 0.0271	18.7888	 0.0220	17.9173	 0.0201
 7622	 843.754	1124.197	19.5959	 0.0470	18.7889	 0.0292	17.8890	 0.0368
 7623	1006.900	 906.483	19.4619	 0.0525	18.7891	 0.0408	17.7990	 0.0519
 7624	 978.646	 912.223	       	       	18.7891	 0.0597	17.2689	 0.0684
 7625	 890.189	 712.214	19.3462	 0.0272	18.7897	 0.0255	17.8677	 0.0355
 7626	 588.295	1123.097	19.4693	 0.0273	18.7899	 0.0168	17.8913	 0.0430
 7627	 778.599	 897.351	19.4614	 0.0364	18.7901	 0.0204	17.9384	 0.0349
 7628	1160.620	1183.830	19.4247	 0.0342	18.7902	 0.0204	17.9110	 0.0234
 7629	1418.327	1070.363	19.5262	 0.0363	18.7907	 0.0256	17.9500	 0.0250
 7630	 278.190	 902.389	19.6875	 0.0341	18.7908	 0.0220	17.7750	 0.0227
 7631	 811.362	 640.882	19.5235	 0.0340	18.7909	 0.0196	17.8915	 0.0236
 7632	1122.372	1265.199	19.4183	 0.0351	18.7911	 0.0260	17.8647	 0.0265
 7633	 816.411	 956.978	19.4717	 0.0348	18.7912	 0.0254	17.9370	 0.0256
 7634	1149.062	 863.889	19.4543	 0.0335	18.7913	 0.0268	17.9138	 0.0301
 7635	 888.444	1086.383	19.4304	 0.0411	18.7914	 0.0369	18.2031	 0.0694
